unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HRAD;Abril;2024;VIII;> 34;85;0;0;0
HRBJA;Janeiro;2024;I;0 a 4;4;0;0;0
HRBJA;Janeiro;2024;II;5 a 9;8;1;1;0,08
HRBJA;Janeiro;2024;III;10 a 14;15;4;0;0,6
HRBJA;Janeiro;2024;IV;15 a 19;25;8;2;2
HRBJA;Janeiro;2024;V;20 a 24;40;5;5;2
HRBJA;Janeiro;2024;VI;25 a 29;55;3;2;1,65
HRBJA;Janeiro;2024;VII;30 a 34;75;1;1;0,75
HRBJA;Janeiro;2024;VIII;> 34;85;1;0;0,85
HRBJA;Fevereiro;2024;I;0 a 4;4;0;0;0
HRBJA;Fevereiro;2024;II;5 a 9;8;2;0;0,16
HRBJA;Fevereiro;2024;III;10 a 14;15;2;0;0,3
HRBJA;Fevereiro;2024;IV;15 a 19;25;9;2;2,25
HRBJA;Fevereiro;2024;V;20 a 24;40;3;1;1,2
HRBJA;Fevereiro;2024;VI;25 a 29;55;4;3;2,2
HRBJA;Fevereiro;2024;VII;30 a 34;75;1;0;0,75
HRBJA;Fevereiro;2024;VIII;> 34;85;0;0;0
HRBJA;Março;2024;I;0 a 4;4;0;0;0
HRBJA;Março;2024;II;5 a 9;8;3;0;0,24
HRBJA;Março;2024;III;10 a 14;15;1;0;0,15
HRBJA;Março;2024;IV;15 a 19;25;3;1;0,75
HRBJA;Março;2024;V;20 a 24;40;4;2;1,6
HRBJA;Março;2024;VI;25 a 29;55;2;2;1,1
HRBJA;Março;2024;VII;30 a 34;75;1;1;0,75
HRBJA;Março;2024;VIII;> 34;85;0;0;0
HRBJA;Abril;2024;I;0 a 4;4;0;0;0
HRBJA;Abril;2024;II;5 a 9;8;1;0;0,08
HRBJA;Abril;2024;III;10 a 14;15;2;1;0,3
HRBJA;Abril;2024;IV;15 a 19;25;6;3;1,5
HRBJA;Abril;2024;V;20 a 24;40;3;2;1,2
HRBJA;Abril;2024;VI;25 a 29;55;1;1;0,55
HRBJA;Abril;2024;VII;30 a 34;75;2;2;1,5
HRBJA;Abril;2024;VIII;> 34;85;0;0;0
HRJP;Janeiro;2024;I;0 a 4;4;0;0;0
HRJP;Janeiro;2024;II;5 a 9;8;5;0;0,4
HRJP;Janeiro;2024;III;10 a 14;15;11;0;1,65
HRJP;Janeiro;2024;IV;15 a 19;25;15;2;3,75
HRJP;Janeiro;2024;V;20 a 24;40;13;3;5,2
HRJP;Janeiro;2024;VI;25 a 29;55;5;1;2,75
HRJP;Janeiro;2024;VII;30 a 34;75;5;3;3,75
HRJP;Janeiro;2024;VIII;> 34;85;2;2;1,7
HRJP;Fevereiro;2024;I;0 a 4;4;0;0;0
HRJP;Fevereiro;2024;II;5 a 9;8;4;0;0,32
HRJP;Fevereiro;2024;III;10 a 14;15;6;0;0,9
HRJP;Fevereiro;2024;IV;15 a 19;25;10;2;2,5
HRJP;Fevereiro;2024;V;20 a 24;40;14;4;5,6
HRJP;Fevereiro;2024;VI;25 a 29;55;3;3;1,65
HRJP;Fevereiro;2024;VII;30 a 34;75;5;4;3,75
HRJP;Fevereiro;2024;VIII;> 34;85;2;2;1,7
HRJP;Março;2024;I;0 a 4;4;1;0;0,04
HRJP;Março;2024;II;5 a 9;8;3;0;0,24
HRJP;Março;2024;III;10 a 14;15;7;0;1,05
HRJP;Março;2024;IV;15 a 19;25;16;4;4
HRJP;Março;2024;V;20 a 24;40;7;0;2,8
HRJP;Março;2024;VI;25 a 29;55;9;4;4,95
HRJP;Março;2024;VII;30 a 34;75;1;1;0,75
HRJP;Março;2024;VIII;> 34;85;5;4;4,25
HRJP;Abril;2024;I;0 a 4;4;0;0;0
HRJP;Abril;2024;II;5 a 9;8;0;0;0
HRJP;Abril;2024;III;10 a 14;15;9;0;1,35
HRJP;Abril;2024;IV;15 a 19;25;17;0;4,25
HRJP;Abril;2024;V;20 a 24;40;9;1;3,6
HRJP;Abril;2024;VI;25 a 29;55;3;3;1,65
HRJP;Abril;2024;VII;30 a 34;75;2;0;1,5
HRJP;Abril;2024;VIII;> 34;85;3;3;2,55
MOV;Janeiro;2024;I;0 a 4;4;3;0;0,12
MOV;Janeiro;2024;II;5 a 9;8;12;0;0,96
MOV;Janeiro;2024;III;10 a 14;15;18;0;2,7
MOV;Janeiro;2024;IV;15 a 19;25;6;0;1,5
MOV;Janeiro;2024;V;20 a 24;40;2;0;0,8
MOV;Janeiro;2024;VI;25 a 29;55;1;1;0,55
MOV;Janeiro;2024;VII;30 a 34;75;0;0;0
MOV;Janeiro;2024;VIII;> 34;85;1;0;0,85
MOV;Fevereiro;2024;I;0 a 4;4;2;0;0,08
MOV;Fevereiro;2024;II;5 a 9;8;14;0;1,12
MOV;Fevereiro;2024;III;10 a 14;15;14;0;2,1
MOV;Fevereiro;2024;IV;15 a 19;25;12;0;3
MOV;Fevereiro;2024;V;20 a 24;40;1;0;0,4
MOV;Fevereiro;2024;VI;25 a 29;55;2;1;1,1
MOV;Fevereiro;2024;VII;30 a 34;75;0;0;0
MOV;Fevereiro;2024;VIII;> 34;85;0;0;0
MOV;Março;2024;I;0 a 4;4;4;0;0,16
MOV;Março;2024;II;5 a 9;8;10;0;0,8
MOV;Março;2024;III;10 a 14;15;9;0;1,35
MOV;Março;2024;IV;15 a 19;25;9;0;2,25
MOV;Março;2024;V;20 a 24;40;3;0;1,2
MOV;Março;2024;VI;25 a 29;55;0;0;0
MOV;Março;2024;VII;30 a 34;75;1;0;0,75
MOV;Março;2024;VIII;> 34;85;2;0;1,7
MOV;Abril;2024;I;0 a 4;4;4;0;0,16
MOV;Abril;2024;II;5 a 9;8;10;0;0,8
MOV;Abril;2024;III;10 a 14;15;10;0;1,5
MOV;Abril;2024;IV;15 a 19;25;7;0;1,75
MOV;Abril;2024;V;20 a 24;40;4;0;1,6
MOV;Abril;2024;VI;25 a 29;55;0;0;0
MOV;Abril;2024;VII;30 a 34;75;0;0;0
MOV;Abril;2024;VIII;> 34;85;0;0;0
