unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HJK;Janeiro;2022;V;20 a 24;40;14;2;5,6
HJK;Janeiro;2022;VI;25 a 29;55;14;4;7,7
HJK;Janeiro;2022;VII;30 a 34;75;6;4;4,5
HJK;Janeiro;2022;VIII;> 34;85;5;1;4,25
HJK;Fevereiro;2022;I;0 a 4;4;2;0;0,08
HJK;Fevereiro;2022;II;5 a 9;8;7;0;0,56
HJK;Fevereiro;2022;III;10 a 14;15;19;2;2,85
HJK;Fevereiro;2022;IV;15 a 19;25;25;5;6,25
HJK;Fevereiro;2022;V;20 a 24;40;17;3;6,8
HJK;Fevereiro;2022;VI;25 a 29;55;9;3;4,95
HJK;Fevereiro;2022;VII;30 a 34;75;8;4;6
HJK;Fevereiro;2022;VIII;> 34;85;0;0;0
HJK;Março;2022;I;0 a 4;4;0;0;0
HJK;Março;2022;II;5 a 9;8;6;1;0,48
HJK;Março;2022;III;10 a 14;15;12;0;1,8
HJK;Março;2022;IV;15 a 19;25;9;2;2,25
HJK;Março;2022;V;20 a 24;40;6;1;2,4
HJK;Março;2022;VI;25 a 29;55;10;3;5,5
HJK;Março;2022;VII;30 a 34;75;4;3;3
HJK;Março;2022;VIII;> 34;85;2;0;1,7
HJK;Abril;2022;I;0 a 4;4;4;0;0,16
HJK;Abril;2022;II;5 a 9;8;9;0;0,72
HJK;Abril;2022;III;10 a 14;15;22;1;3,3
HJK;Abril;2022;IV;15 a 19;25;13;2;3,25
HJK;Abril;2022;V;20 a 24;40;6;0;2,4
HJK;Abril;2022;VI;25 a 29;55;3;1;1,65
HJK;Abril;2022;VII;30 a 34;75;2;1;1,5
HJK;Abril;2022;VIII;> 34;85;2;0;1,7
HJK;Maio;2022;I;0 a 4;4;1;0;0,04
HJK;Maio;2022;II;5 a 9;8;8;0;0,64
HJK;Maio;2022;III;10 a 14;15;16;0;2,4
HJK;Maio;2022;IV;15 a 19;25;18;4;4,5
HJK;Maio;2022;V;20 a 24;40;18;4;7,2
HJK;Maio;2022;VI;25 a 29;55;7;3;3,85
HJK;Maio;2022;VII;30 a 34;75;4;4;3
HJK;Maio;2022;VIII;> 34;85;0;0;0
HJK;Junho;2022;I;0 a 4;4;1;0;0,04
HJK;Junho;2022;II;5 a 9;8;9;1;0,72
HJK;Junho;2022;III;10 a 14;15;16;0;2,4
HJK;Junho;2022;IV;15 a 19;25;18;4;4,5
HJK;Junho;2022;V;20 a 24;40;13;4;5,2
HJK;Junho;2022;VI;25 a 29;55;11;0;6,05
HJK;Junho;2022;VII;30 a 34;75;4;1;3
HJK;Junho;2022;VIII;> 34;85;2;0;1,7
HJXXIII;Janeiro;2022;I;0 a 4;4;0;0;0
HJXXIII;Janeiro;2022;II;5 a 9;8;16;0;1,28
HJXXIII;Janeiro;2022;III;10 a 14;15;38;1;5,7
HJXXIII;Janeiro;2022;IV;15 a 19;25;55;9;13,75
HJXXIII;Janeiro;2022;V;20 a 24;40;18;6;7,2
HJXXIII;Janeiro;2022;VI;25 a 29;55;13;10;7,15
HJXXIII;Janeiro;2022;VII;30 a 34;75;4;2;3
HJXXIII;Janeiro;2022;VIII;> 34;85;0;0;0
HJXXIII;Fevereiro;2022;I;0 a 4;4;11;0;0,44
HJXXIII;Fevereiro;2022;II;5 a 9;8;18;0;1,44
HJXXIII;Fevereiro;2022;III;10 a 14;15;22;1;3,3
HJXXIII;Fevereiro;2022;IV;15 a 19;25;36;2;9
HJXXIII;Fevereiro;2022;V;20 a 24;40;20;5;8
HJXXIII;Fevereiro;2022;VI;25 a 29;55;6;3;3,3
HJXXIII;Fevereiro;2022;VII;30 a 34;75;2;2;1,5
HJXXIII;Fevereiro;2022;VIII;> 34;85;2;1;1,7
HJXXIII;Março;2022;I;0 a 4;4;16;0;0,64
HJXXIII;Março;2022;II;5 a 9;8;24;0;1,92
HJXXIII;Março;2022;III;10 a 14;15;34;1;5,1
HJXXIII;Março;2022;IV;15 a 19;25;29;3;7,25
HJXXIII;Março;2022;V;20 a 24;40;21;4;8,4
HJXXIII;Março;2022;VI;25 a 29;55;7;2;3,85
HJXXIII;Março;2022;VII;30 a 34;75;4;3;3
HJXXIII;Março;2022;VIII;> 34;85;3;3;2,55
HJXXIII;Abril;2022;I;0 a 4;4;11;0;0,44
HJXXIII;Abril;2022;II;5 a 9;8;25;0;2
HJXXIII;Abril;2022;III;10 a 14;15;40;2;6
HJXXIII;Abril;2022;IV;15 a 19;25;29;3;7,25
HJXXIII;Abril;2022;V;20 a 24;40;19;3;7,6
HJXXIII;Abril;2022;VI;25 a 29;55;3;0;1,65
HJXXIII;Abril;2022;VII;30 a 34;75;1;1;0,75
HJXXIII;Abril;2022;VIII;> 34;85;2;1;1,7
HJXXIII;Maio;2022;I;0 a 4;4;14;0;0,56
HJXXIII;Maio;2022;II;5 a 9;8;24;1;1,92
HJXXIII;Maio;2022;III;10 a 14;15;47;2;7,05
HJXXIII;Maio;2022;IV;15 a 19;25;43;3;10,75
HJXXIII;Maio;2022;V;20 a 24;40;14;2;5,6
HJXXIII;Maio;2022;VI;25 a 29;55;11;8;6,05
HJXXIII;Maio;2022;VII;30 a 34;75;2;2;1,5
HJXXIII;Maio;2022;VIII;> 34;85;2;2;1,7
HJXXIII;Junho;2022;I;0 a 4;4;11;0;0,44
HJXXIII;Junho;2022;II;5 a 9;8;26;0;2,08
HJXXIII;Junho;2022;III;10 a 14;15;39;0;5,85
HJXXIII;Junho;2022;IV;15 a 19;25;38;3;9,5
HJXXIII;Junho;2022;V;20 a 24;40;22;4;8,8
HJXXIII;Junho;2022;VI;25 a 29;55;5;4;2,75
HJXXIII;Junho;2022;VII;30 a 34;75;3;2;2,25
HJXXIII;Junho;2022;VIII;> 34;85;1;1;0,85
HRAD;Janeiro;2022;I;0 a 4;4;0;0;0
HRAD;Janeiro;2022;II;5 a 9;8;0;0;0
HRAD;Janeiro;2022;III;10 a 14;15;2;1;0,3
HRAD;Janeiro;2022;IV;15 a 19;25;5;0;1,25
HRAD;Janeiro;2022;V;20 a 24;40;6;3;2,4
HRAD;Janeiro;2022;VI;25 a 29;55;2;2;1,1
HRAD;Janeiro;2022;VII;30 a 34;75;4;3;3
HRAD;Janeiro;2022;VIII;> 34;85;0;0;0
HRAD;Fevereiro;2022;I;0 a 4;4;0;0;0
HRAD;Fevereiro;2022;II;5 a 9;8;0;0;0
HRAD;Fevereiro;2022;III;10 a 14;15;1;1;0,15
HRAD;Fevereiro;2022;IV;15 a 19;25;5;0;1,25
HRAD;Fevereiro;2022;V;20 a 24;40;9;1;3,6
HRAD;Fevereiro;2022;VI;25 a 29;55;1;1;0,55
HRAD;Fevereiro;2022;VII;30 a 34;75;1;1;0,75
HRAD;Fevereiro;2022;VIII;> 34;85;0;0;0
HRAD;Março;2022;I;0 a 4;4;0;0;0
HRAD;Março;2022;II;5 a 9;8;0;0;0
HRAD;Março;2022;III;10 a 14;15;2;0;0,3
HRAD;Março;2022;IV;15 a 19;25;9;0;2,25
HRAD;Março;2022;V;20 a 24;40;6;0;2,4
HRAD;Março;2022;VI;25 a 29;55;0;2;0
HRAD;Março;2022;VII;30 a 34;75;0;0;0
HRAD;Março;2022;VIII;> 34;85;0;0;0
HRAD;Abril;2022;I;0 a 4;4;0;0;0
HRAD;Abril;2022;II;5 a 9;8;1;0;0,08
HRAD;Abril;2022;III;10 a 14;15;10;0;1,5
HRAD;Abril;2022;IV;15 a 19;25;5;0;1,25
HRAD;Abril;2022;V;20 a 24;40;2;1;0,8
HRAD;Abril;2022;VI;25 a 29;55;1;1;0,55
HRAD;Abril;2022;VII;30 a 34;75;1;0;0,75
HRAD;Abril;2022;VIII;> 34;85;1;0;0,85
HRAD;Maio;2022;I;0 a 4;4;0;0;0
HRAD;Maio;2022;II;5 a 9;8;0;0;0
HRAD;Maio;2022;III;10 a 14;15;4;2;0,6
HRAD;Maio;2022;IV;15 a 19;25;5;1;1,25
HRAD;Maio;2022;V;20 a 24;40;2;1;0,8
HRAD;Maio;2022;VI;25 a 29;55;4;1;2,2
HRAD;Maio;2022;VII;30 a 34;75;1;1;0,75
HRAD;Maio;2022;VIII;> 34;85;0;0;0
HRAD;Junho;2022;I;0 a 4;4;0;0;0
HRAD;Junho;2022;II;5 a 9;8;1;0;0,08
HRAD;Junho;2022;III;10 a 14;15;3;0;0,45
HRAD;Junho;2022;IV;15 a 19;25;4;0;1
HRAD;Junho;2022;V;20 a 24;40;6;1;2,4
HRAD;Junho;2022;VI;25 a 29;55;1;0;0,55
HRAD;Junho;2022;VII;30 a 34;75;1;0;0,75
HRAD;Junho;2022;VIII;> 34;85;0;1;0
HRBJA;Janeiro;2022;I;0 a 4;4;0;0;0
HRBJA;Janeiro;2022;II;5 a 9;8;3;2;0,24
HRBJA;Janeiro;2022;III;10 a 14;15;5;0;0,75
HRBJA;Janeiro;2022;IV;15 a 19;25;4;1;1
HRBJA;Janeiro;2022;V;20 a 24;40;3;1;1,2
HRBJA;Janeiro;2022;VI;25 a 29;55;2;1;1,1
HRBJA;Janeiro;2022;VII;30 a 34;75;1;1;0,75
HRBJA;Janeiro;2022;VIII;> 34;85;0;0;0
HRBJA;Fevereiro;2022;I;0 a 4;4;0;0;0
HRBJA;Fevereiro;2022;II;5 a 9;8;2;0;0,16
HRBJA;Fevereiro;2022;III;10 a 14;15;5;0;0,75
HRBJA;Fevereiro;2022;IV;15 a 19;25;4;1;1
HRBJA;Fevereiro;2022;V;20 a 24;40;4;0;1,6
HRBJA;Fevereiro;2022;VI;25 a 29;55;4;3;2,2
HRBJA;Fevereiro;2022;VII;30 a 34;75;1;1;0,75
HRBJA;Fevereiro;2022;VIII;> 34;85;1;1;0,85
HRBJA;Março;2022;I;0 a 4;4;0;0;0
HRBJA;Março;2022;II;5 a 9;8;2;1;0,16
HRBJA;Março;2022;III;10 a 14;15;2;0;0,3
HRBJA;Março;2022;IV;15 a 19;25;6;1;1,5
HRBJA;Março;2022;V;20 a 24;40;5;1;2
HRBJA;Março;2022;VI;25 a 29;55;4;3;2,2
HRBJA;Março;2022;VII;30 a 34;75;0;0;0
HRBJA;Março;2022;VIII;> 34;85;0;0;0
HRBJA;Abril;2022;I;0 a 4;4;0;0;0
HRBJA;Abril;2022;II;5 a 9;8;2;0;0,16
HRBJA;Abril;2022;III;10 a 14;15;3;0;0,45
HRBJA;Abril;2022;IV;15 a 19;25;7;2;1,75
HRBJA;Abril;2022;V;20 a 24;40;5;2;2
HRBJA;Abril;2022;VI;25 a 29;55;1;0;0,55
HRBJA;Abril;2022;VII;30 a 34;75;1;1;0,75
HRBJA;Abril;2022;VIII;> 34;85;1;1;0,85
HRBJA;Maio;2022;I;0 a 4;4;0;0;0
HRBJA;Maio;2022;II;5 a 9;8;2;0;0,16
HRBJA;Maio;2022;III;10 a 14;15;3;0;0,45
HRBJA;Maio;2022;IV;15 a 19;25;9;2;2,25
HRBJA;Maio;2022;V;20 a 24;40;5;3;2
HRBJA;Maio;2022;VI;25 a 29;55;3;1;1,65
HRBJA;Maio;2022;VII;30 a 34;75;2;2;1,5
HRBJA;Maio;2022;VIII;> 34;85;1;1;0,85
HRBJA;Junho;2022;I;0 a 4;4;0;0;0
HRBJA;Junho;2022;II;5 a 9;8;0;0;0
HRBJA;Junho;2022;III;10 a 14;15;4;1;0,6
HRBJA;Junho;2022;IV;15 a 19;25;5;2;1,25
HRBJA;Junho;2022;V;20 a 24;40;6;0;2,4
HRBJA;Junho;2022;VI;25 a 29;55;2;1;1,1
HRBJA;Junho;2022;VII;30 a 34;75;1;1;0,75
HRBJA;Junho;2022;VIII;> 34;85;0;0;0
HRJP;Janeiro;2022;I;0 a 4;4;0;0;0
HRJP;Janeiro;2022;II;5 a 9;8;3;0;0,24
HRJP;Janeiro;2022;III;10 a 14;15;4;0;0,6
HRJP;Janeiro;2022;IV;15 a 19;25;5;1;1,25
HRJP;Janeiro;2022;V;20 a 24;40;4;1;1,6
HRJP;Janeiro;2022;VI;25 a 29;55;2;1;1,1
HRJP;Janeiro;2022;VII;30 a 34;75;5;1;3,75
HRJP;Janeiro;2022;VIII;> 34;85;0;0;0
HRJP;Fevereiro;2022;I;0 a 4;4;5;0;0,2
HRJP;Fevereiro;2022;II;5 a 9;8;1;0;0,08
HRJP;Fevereiro;2022;III;10 a 14;15;5;0;0,75
HRJP;Fevereiro;2022;IV;15 a 19;25;13;1;3,25
HRJP;Fevereiro;2022;V;20 a 24;40;5;0;2
HRJP;Fevereiro;2022;VI;25 a 29;55;5;0;2,75
HRJP;Fevereiro;2022;VII;30 a 34;75;1;2;0,75
HRJP;Fevereiro;2022;VIII;> 34;85;0;0;0
HRJP;Março;2022;I;0 a 4;4;0;2;0
HRJP;Março;2022;II;5 a 9;8;0;0;0
HRJP;Março;2022;III;10 a 14;15;7;0;1,05
HRJP;Março;2022;IV;15 a 19;25;5;3;1,25
HRJP;Março;2022;V;20 a 24;40;4;3;1,6
HRJP;Março;2022;VI;25 a 29;55;4;0;2,2
HRJP;Março;2022;VII;30 a 34;75;0;0;0
HRJP;Março;2022;VIII;> 34;85;0;1;0
HRJP;Abril;2022;I;0 a 4;4;4;2;0,16
HRJP;Abril;2022;II;5 a 9;8;0;0;0
HRJP;Abril;2022;III;10 a 14;15;1;1;0,15
HRJP;Abril;2022;IV;15 a 19;25;6;2;1,5
HRJP;Abril;2022;V;20 a 24;40;7;5;2,8
HRJP;Abril;2022;VI;25 a 29;55;2;2;1,1
HRJP;Abril;2022;VII;30 a 34;75;0;1;0
HRJP;Abril;2022;VIII;> 34;85;0;1;0
HRJP;Maio;2022;I;0 a 4;4;0;0;0
HRJP;Maio;2022;II;5 a 9;8;2;0;0,16
HRJP;Maio;2022;III;10 a 14;15;3;1;0,45
HRJP;Maio;2022;IV;15 a 19;25;3;2;0,75
HRJP;Maio;2022;V;20 a 24;40;1;1;0,4
HRJP;Maio;2022;VI;25 a 29;55;5;0;2,75
HRJP;Maio;2022;VII;30 a 34;75;0;1;0
HRJP;Maio;2022;VIII;> 34;85;0;1;0
HRJP;Junho;2022;I;0 a 4;4;3;0;0,12
HRJP;Junho;2022;II;5 a 9;8;0;0;0
HRJP;Junho;2022;III;10 a 14;15;5;1;0,75
HRJP;Junho;2022;IV;15 a 19;25;7;2;1,75
HRJP;Junho;2022;V;20 a 24;40;4;2;1,6
HRJP;Junho;2022;VI;25 a 29;55;5;0;2,75
HRJP;Junho;2022;VII;30 a 34;75;1;2;0,75
HRJP;Junho;2022;VIII;> 34;85;1;2;0,85
MOV;Janeiro;2022;I;0 a 4;4;4;0;0,16
MOV;Janeiro;2022;II;5 a 9;8;4;0;0,32
MOV;Janeiro;2022;III;10 a 14;15;6;0;0,9
MOV;Janeiro;2022;IV;15 a 19;25;5;0;1,25
MOV;Janeiro;2022;V;20 a 24;40;3;0;1,2
MOV;Janeiro;2022;VI;25 a 29;55;0;0;0
MOV;Janeiro;2022;VII;30 a 34;75;1;0;0,75
MOV;Janeiro;2022;VIII;> 34;85;0;0;0
MOV;Fevereiro;2022;I;0 a 4;4;0;0;0
MOV;Fevereiro;2022;II;5 a 9;8;7;0;0,56
MOV;Fevereiro;2022;III;10 a 14;15;3;0;0,45
MOV;Fevereiro;2022;IV;15 a 19;25;7;0;1,75
MOV;Fevereiro;2022;V;20 a 24;40;2;0;0,8
MOV;Fevereiro;2022;VI;25 a 29;55;2;0;1,1
MOV;Fevereiro;2022;VII;30 a 34;75;0;0;0
MOV;Fevereiro;2022;VIII;> 34;85;0;0;0
MOV;Março;2022;I;0 a 4;4;1;0;0,04
MOV;Março;2022;II;5 a 9;8;8;0;0,64
MOV;Março;2022;III;10 a 14;15;10;0;1,5
MOV;Março;2022;IV;15 a 19;25;4;0;1
MOV;Março;2022;V;20 a 24;40;7;0;2,8
MOV;Março;2022;VI;25 a 29;55;1;0;0,55
MOV;Março;2022;VII;30 a 34;75;0;0;0
MOV;Março;2022;VIII;> 34;85;0;0;0
MOV;Abril;2022;I;0 a 4;4;1;0;0,04
MOV;Abril;2022;II;5 a 9;8;3;0;0,24
MOV;Abril;2022;III;10 a 14;15;13;0;1,95
MOV;Abril;2022;IV;15 a 19;25;11;0;2,75
MOV;Abril;2022;V;20 a 24;40;0;0;0
MOV;Abril;2022;VI;25 a 29;55;0;0;0
MOV;Abril;2022;VII;30 a 34;75;0;0;0
MOV;Abril;2022;VIII;> 34;85;0;0;0
MOV;Maio;2022;I;0 a 4;4;2;0;0,08
MOV;Maio;2022;II;5 a 9;8;4;0;0,32
MOV;Maio;2022;III;10 a 14;15;10;0;1,5
MOV;Maio;2022;IV;15 a 19;25;8;0;2
MOV;Maio;2022;V;20 a 24;40;1;0;0,4
MOV;Maio;2022;VI;25 a 29;55;1;0;0,55
MOV;Maio;2022;VII;30 a 34;75;0;0;0
MOV;Maio;2022;VIII;> 34;85;0;0;0
MOV;Junho;2022;I;0 a 4;4;3;0;0,12
MOV;Junho;2022;II;5 a 9;8;9;0;0,72
MOV;Junho;2022;III;10 a 14;15;13;0;1,95
MOV;Junho;2022;IV;15 a 19;25;7;0;1,75
MOV;Junho;2022;V;20 a 24;40;2;0;0,8
MOV;Junho;2022;VI;25 a 29;55;0;0;0
MOV;Junho;2022;VII;30 a 34;75;0;0;0
MOV;Junho;2022;VIII;> 34;85;0;0;0
